generation_biomass,generation_geothermal,generation_hydro_pumped_storage_consumption,generation_hydro_poundage,generation_hydro_water reservoir,generation_marine,generation_other_renewable,generation_solar,generation_waste,generation_wind_offshore,generation_wind_onshore,price_actual,total_renewable_energy
383,0,671,757,1110,0,85,37,288,0,928,63.9,4259
376,0,732,750,940,0,85,37,285,0,846,62.62,4051
372,0,732,732,654,0,85,37,288,0,777,62.29,3677
380,0,730,744,657,0,85,37,296,0,751,61.54,3680
384,0,588,777,1926,0,87,39,295,0,795,66.77,4891
384,0,99,856,4035,0,86,61,293,0,1000,73.09,6814
384,0,55,881,5894,0,86,106,292,0,1272,77.27,8970
381,0,0,903,5726,0,85,656,290,0,1400,76.48,9441
381,0,0,919,5500,0,84,1272,290,0,1537,75.77,9983
388,0,0,879,4763,0,85,1738,287,0,1985,75.59,10125
390,0,0,906,3455,0,84,2063,284,0,2261,73.39,9443
388,0,0,865,2973,0,82,2134,288,0,2467,73.26,9197
388,0,0,857,2916,0,87,2061,288,0,2686,74.01,9283
388,0,0,877,2715,0,85,1752,287,0,2903,73.84,9007
385,0,0,867,2767,0,85,1203,287,0,2993,72.63,8587
383,0,0,904,3864,0,90,518,286,0,3160,74.72,9205
384,0,0,913,5377,0,90,160,287,0,3751,77.19,10962
383,0,0,952,4966,0,91,93,289,0,4651,77.1,11425
385,0,0,834,4183,0,88,74,290,0,5687,76.5,11541
383,0,0,784,2326,0,87,50,288,0,6789,71.79,10707
382,0,0,785,2083,0,82,50,287,0,7638,66.75,11307
380,0,40,753,895,0,82,50,287,0,8391,61.93,10878
374,0,391,737,550,0,77,50,282,0,8803,58.23,11264
378,0,1330,715,460,0,77,50,281,0,8982,52.05,12273
376,0,2001,688,325,0,71,50,279,0,9169,49.82,12959
374,0,2421,688,419,0,78,50,278,0,9212,49.21,13520
369,0,2862,685,465,0,77,49,277,0,9152,49.33,13936
375,0,2459,688,504,0,76,48,278,0,9117,50.22,13545
379,0,920,683,572,0,77,48,278,0,9175,52.7,12132
379,0,177,710,1238,0,78,57,278,0,9189,63.09,12106
383,0,57,781,1514,0,79,101,286,0,9370,68.32,12571
382,0,56,747,1601,0,80,620,293,0,9326,67.66,13105
376,0,2,736,1474,0,80,1287,294,0,9165,67.01,13414
375,0,0,762,1384,0,84,1617,296,0,9202,65.34,13720
373,0,0,806,1394,0,82,1804,294,0,9100,65.44,13853
376,0,0,795,1515,0,83,1856,300,0,8804,65.74,13729
381,0,77,788,1379,0,83,1538,298,0,8377,64.45,12921
380,0,0,791,1289,0,83,1054,300,0,8204,64.74,12101
380,0,0,793,1647,0,82,487,302,0,7958,65.71,11649
385,0,38,892,3012,0,88,113,300,0,7828,68.64,12656
380,0,1,873,4209,0,90,55,307,0,8031,74.13,13946
382,0,0,901,4259,0,90,53,315,0,8127,75.32,14127
381,0,0,935,4401,0,90,53,318,0,7870,75.39,14048
382,0,0,941,3827,0,89,40,324,0,7612,73.96,13215
377,0,1,891,2516,0,88,41,325,0,7651,67.08,11890
371,0,45,771,1449,0,84,41,324,0,7263,64.29,10348
358,0,2338,1130,4603,0,63,18,215,0,12276,63.26,21001
359,0,2265,1116,4463,0,63,18,215,0,11782,60.16,20281
362,0,2633,1109,4465,0,62,19,193,0,10857,56.48,19700
368,0,2575,1101,4619,0,61,18,201,0,10044,55.26,18987
371,0,2317,1097,4523,0,61,30,218,0,9306,55.31,17923
368,0,1908,1096,4410,0,60,18,220,0,9283,58.71,17363
399,0,2001,1093,4730,0,61,17,220,0,8830,63.01,17351
414,0,1019,1089,5212,0,65,17,226,0,8272,68.98,16314
427,0,809,1104,6232,0,68,32,227,0,7870,74.22,16769
436,0,811,1138,6592,0,69,620,221,0,7392,72.41,17279
436,0,810,1190,6364,0,67,1681,212,0,7111,74.9,17871
435,0,808,1209,6206,0,68,2462,204,0,7417,74.67,18809
438,0,810,1197,5551,0,67,2906,200,0,8025,75.45,19194
437,0,807,1198,5286,0,73,3010,196,0,8567,74.4,19574
423,0,1469,1201,4838,0,77,2910,199,0,8959,74.86,20076
426,0,1826,1198,4648,0,78,2736,203,0,9294,74.48,20409
420,0,1611,1190,4745,0,79,2271,210,0,8672,74.63,19198
431,0,922,1183,5743,0,79,1147,214,0,7279,75.24,16998
431,0,805,1206,6822,0,78,245,216,0,6502,80.87,16305
435,0,804,1219,7965,0,78,105,215,0,5974,81.17,16795
430,0,804,1213,7897,0,76,70,217,0,5410,80.97,16117
423,0,805,1202,8038,0,78,57,211,0,4944,78.91,15758
427,0,806,1182,7587,0,77,56,209,0,4360,75.67,14704
418,0,837,1155,6347,0,78,56,203,0,4013,74.38,13107
451,0,1739,1189,3477,0,71,11,137,0,14426,74.36,21501
410,0,2046,1169,3002,0,69,9,136,0,14558,71.91,21399
391,0,2748,1168,2766,0,69,9,137,0,14439,67.7,21727
391,0,3103,1164,2639,0,70,9,141,0,14602,61.39,22119
395,0,3426,1154,2362,0,69,9,141,0,15093,60.4,22649
395,0,3549,1163,2545,0,70,9,139,0,15044,66.07,22914
413,0,2432,1162,3047,0,70,9,136,0,15034,72.14,22303
460,0,1591,1175,4459,0,68,13,127,0,15084,73.9,22977
481,0,504,1206,5228,0,74,34,123,0,14961,78.02,22611
488,0,215,1251,5813,0,77,218,131,0,15033,75.57,23226
485,0,75,1292,6394,0,80,424,136,0,15117,76.83,24003
485,0,84,1300,6415,0,78,658,139,0,15117,75.91,24276
483,0,215,1296,6571,0,77,833,136,0,15335,75.19,24946
476,0,452,1311,5708,0,79,814,132,0,15493,74.2,24465
451,0,423,1285,5672,0,79,762,121,0,15563,73.19,24356
437,0,411,1269,5084,0,79,545,127,0,15562,74.21,23514
458,0,411,1267,5006,0,81,383,136,0,15667,74.96,23409
473,0,419,1283,4958,0,81,209,134,0,15796,75.18,23353
479,0,412,1302,5092,0,80,40,140,0,15779,78.52,23324
473,0,38,1315,6025,0,79,16,143,0,15802,78.29,23891
464,0,17,1299,5837,0,79,15,140,0,15841,77.95,23692
460,0,461,1280,5381,0,69,12,133,0,15933,72.59,23729
458,0,880,1265,4715,0,64,12,141,0,16022,70.08,23557
400,0,1825,1260,4913,0,64,12,140,0,15974,68.22,24588
457,0,516,1439,5265,0,76,627,207,0,7184,73.54,15771
451,0,925,1334,4335,0,68,546,211,0,7223,65.35,15093
451,0,1269,1307,3998,0,66,411,209,0,6940,58.05,14651
446,0,1349,1331,3379,0,67,202,209,0,6388,57.39,13371
448,0,1323,1411,3330,0,65,89,212,0,6028,56.76,12906
447,0,1321,1413,3545,0,67,61,213,0,5851,56.06,12918
441,0,1121,1391,3990,0,66,53,211,0,5827,56.89,13100
446,0,997,1410,4903,0,65,95,212,0,5972,59.1,14100
441,0,266,1415,5874,0,74,1018,211,0,6033,64.64,15332
435,0,0,1448,5446,0,74,2852,209,0,6083,67.73,16547
438,0,89,1363,5119,0,76,4700,208,0,6281,71.79,18274
433,0,852,1348,4811,0,78,5270,207,0,6132,64.8,19131
435,0,1054,1333,4181,0,80,5419,210,0,5875,65.38,18587
428,0,1110,1327,4030,0,78,5461,209,0,5588,63.28,18231
427,0,1387,1306,4055,0,78,5421,209,0,5409,57.72,18292
421,0,1725,1348,3965,0,78,5209,205,0,5487,55.91,18438
421,0,1852,1369,3592,0,76,4736,207,0,5909,57.56,18162
427,0,1799,1316,4628,0,78,3868,209,0,6451,65.42,18776
434,0,529,1343,5457,0,79,2189,210,0,6739,73.32,16980
438,0,29,1450,6676,0,78,923,208,0,7119,74.27,16921
440,0,0,1426,6417,0,75,675,210,0,7261,67.26,16504
440,0,0,1478,6068,0,75,648,201,0,7419,61.17,16329
439,0,0,1486,5277,0,72,647,207,0,7460,59.17,15588
441,0,5,1439,4980,0,71,644,212,0,7377,56.53,15169
205,0,862,1737,5427,0,74,127,203,0,8144,54.87,16779
201,0,1187,1681,5292,0,74,127,203,0,7759,50.7,16524
199,0,1425,1651,4990,0,72,127,199,0,7307,49.67,15970
200,0,1387,1635,4712,0,73,124,207,0,6981,43.41,15319
200,0,1317,1650,4529,0,74,76,205,0,6994,41.47,15045
200,0,1238,1675,4521,0,73,61,201,0,6788,41.53,14757
202,0,783,1707,5560,0,73,42,196,0,6738,42.79,15301
207,0,39,1763,7301,0,84,32,198,0,6817,47.23,16441
205,0,0,1793,8325,0,83,258,197,0,6729,49.12,17590
196,0,0,1797,9182,0,80,918,201,0,6709,51.17,19083
197,0,0,1810,8519,0,77,1668,201,0,7517,53.1,19989
195,0,0,1801,7723,0,77,2185,197,0,8684,54.38,20862
196,0,48,1812,7413,0,72,2282,193,0,9500,54.26,21516
212,0,55,1757,7197,0,70,2317,197,0,9765,55.94,21570
229,0,221,1789,6301,0,70,2319,197,0,10108,56.2,21234
234,0,315,1758,6192,0,71,2392,198,0,9782,56.68,20942
231,0,238,1733,5836,0,72,2182,198,0,9737,55.16,20227
230,0,56,1723,5881,0,74,1965,196,0,9788,57.16,19913
229,0,55,1754,5897,0,82,1494,196,0,9799,65.9,19506
227,0,55,1775,6116,0,83,1032,192,0,9636,68.24,19116
227,0,34,1801,7985,0,86,426,189,0,8603,70.99,19351
227,0,0,1790,8673,0,86,246,200,0,7776,71.74,18998
224,0,0,1765,8149,0,85,168,202,0,7051,67.73,17644
227,0,101,1742,7039,0,76,162,205,0,7198,61.52,16750
334,0,502,1742,6822,0,83,26,194,0,4174,56.59,13877
329,0,1275,1717,6413,0,76,26,191,0,4471,52.37,14498
330,0,1781,1720,6281,0,77,26,183,0,4562,51.33,14960
332,0,2137,1719,6235,0,76,26,181,0,4562,51.07,15268
329,0,2138,1727,6248,0,75,26,175,0,4618,49.99,15336
325,0,2009,1739,6067,0,77,26,176,0,5244,51.02,15663
318,0,1347,1757,6610,0,76,26,175,0,5620,61.35,15929
322,0,272,1765,7322,0,78,107,180,0,5523,71.07,15569
321,0,3,1792,8222,0,80,519,185,0,5479,75.03,16601
312,0,0,1802,8305,0,81,1227,183,0,5868,73.78,17778
319,0,0,1820,8380,0,80,1780,178,0,6345,75.87,18902
325,0,0,1812,8466,0,81,2112,178,0,6587,74.26,19561
321,0,0,1813,8471,0,82,2132,169,0,6210,72.89,19198
325,0,0,1809,8466,0,83,2223,185,0,5622,69.65,18713
336,0,0,1898,7795,0,85,2310,204,0,5497,70.39,18125
335,0,0,1795,7575,0,86,2297,203,0,5497,72.53,17788
333,0,0,1781,7669,0,83,1861,199,0,5668,73.66,17594
329,0,0,1773,7657,0,84,1418,195,0,5620,75.04,17076
332,0,0,1881,7958,0,82,1086,198,0,5721,79.62,17258
334,0,0,1878,8235,0,88,718,193,0,5430,80.45,16876
338,0,0,1911,8411,0,91,229,201,0,5412,79.04,16593
340,0,0,1917,8843,0,88,32,207,0,5119,73.47,16546
335,0,0,1848,8292,0,88,29,209,0,5236,70.38,16037
340,0,34,1862,7513,0,84,24,203,0,5207,68.68,15267
316,0,893,1210,2856,0,92,748,261,0,4514,70.56,10890
316,0,917,1186,2413,0,92,745,263,0,4013,67.38,9945
312,0,900,1148,1634,0,84,745,263,0,3737,65.04,8823
314,0,1083,1153,1345,0,84,744,263,0,3442,60.53,8428
316,0,997,1158,1095,0,83,742,264,0,3160,59.37,7815
311,0,992,1167,1085,0,78,712,267,0,3017,59.83,7629
313,0,1164,1149,1077,0,77,568,255,0,2964,68.39,7567
313,0,1117,1137,947,0,78,430,244,0,2911,71.81,7177
322,0,1087,1183,1431,0,76,966,250,0,2823,69.63,8138
322,0,787,1195,2099,0,75,2660,243,0,2458,69.96,9839
322,0,785,1193,2565,0,75,3835,241,0,2454,71.68,11470
318,0,683,1192,2823,0,74,4329,242,0,2622,71.85,12283
319,0,590,1180,3148,0,72,4423,249,0,2883,70.35,12864
316,0,559,1176,2500,0,74,4590,255,0,3542,70.42,13012
319,0,756,1186,1957,0,74,4806,257,0,4217,70.85,13572
316,0,1221,1164,1368,0,74,4873,261,0,4834,71.61,14111
318,0,2087,1151,1244,0,72,4567,260,0,5530,71.51,15229
317,0,2433,1149,1152,0,71,4228,242,0,5993,73.03,15585
312,0,2472,1160,1201,0,72,3895,254,0,6136,77.72,15502
309,0,1843,1157,1139,0,72,3192,248,0,6416,78.9,14376
321,0,850,1178,1864,0,71,2233,238,0,5901,76.15,12656
332,0,2,1265,3353,0,78,1096,255,0,5137,72.14,11518
334,0,7,1349,4541,0,78,752,251,0,5090,69.85,12402
329,0,134,1231,3064,0,82,716,248,0,5434,67.12,11238
362,0,0,843,1842,0,85,625,297,0,5136,71.49,9190
362,0,38,791,1107,0,86,621,297,0,4626,66.41,7928
362,0,756,756,886,0,84,583,308,0,4316,59.79,8051
363,0,928,752,930,0,83,498,305,0,4060,57.44,7919
361,0,931,744,808,0,83,436,302,0,4019,57.46,7684
358,0,930,743,851,0,85,433,308,0,3964,59.05,7672
362,0,586,751,1020,0,83,397,306,0,3920,66.06,7425
355,0,53,773,1718,0,83,418,312,0,3773,74.76,7485
371,0,0,825,2453,0,83,1011,314,0,3630,76.61,8687
372,0,26,891,3909,0,85,2987,314,0,3377,75.34,11961
371,0,0,922,4742,0,85,4163,314,0,3350,75.86,13947
371,0,0,944,4850,0,88,4667,314,0,3381,73.65,14615
369,0,0,1033,4959,0,84,5029,312,0,3685,72.91,15471
370,0,2,1003,4669,0,79,5230,274,0,4336,71.42,15963
370,0,158,969,4075,0,81,5268,267,0,4792,70.84,15980
370,0,181,948,3315,0,81,5172,273,0,5501,69.76,15841
372,0,195,930,2613,0,82,4950,305,0,6049,71.43,15496
371,0,404,926,2594,0,82,4641,300,0,6541,75.71,15859
369,0,580,897,2373,0,83,4141,302,0,7098,79.59,15843
368,0,505,884,2246,0,83,3478,299,0,7556,78.8,15419
370,0,337,883,2020,0,84,2383,291,0,8117,76.52,14485
370,0,125,902,2292,0,86,1116,292,0,7806,72.26,12989
370,0,0,1006,2638,0,82,764,295,0,7568,65.67,12723
367,0,0,829,1250,0,75,711,298,0,7449,63.75,10979
353,0,0,690,1269,0,80,639,314,0,7864,61.87,11209
351,0,0,653,1044,0,84,626,312,0,7375,57.57,10445
345,0,240,637,818,0,80,623,310,0,6912,53.38,9965
348,0,504,639,884,0,80,587,312,0,6260,50.85,9614
350,0,520,643,972,0,81,481,317,0,5588,50.61,8952
352,0,382,643,886,0,80,409,322,0,4928,52.22,8002
354,0,147,712,1409,0,79,149,324,0,4504,57.67,7678
352,0,2,734,1859,0,83,124,326,0,4178,64.39,7658
351,0,0,732,2866,0,82,623,326,0,3826,65.46,8806
353,0,0,802,3631,0,79,2128,328,0,3547,63.84,10868
360,0,0,788,4066,0,76,4071,326,0,3455,63.34,13142
375,0,0,848,4973,0,80,4707,326,0,3105,60.84,14414
380,0,0,790,5573,0,76,5019,330,0,2971,58.88,15139
386,0,0,807,5762,0,80,5168,329,0,2869,58.06,15401
380,0,0,838,5408,0,87,5176,331,0,2769,57.39,14989
381,0,0,858,4632,0,85,5079,328,0,2813,56.91,14176
381,0,0,877,4574,0,88,4876,323,0,3026,58.43,14145
380,0,0,852,4369,0,81,4538,324,0,3222,66,13766
379,0,2,825,3558,0,83,4022,323,0,3494,74.66,12686
375,0,0,793,3576,0,81,3197,323,0,3599,73.17,11944
381,0,0,792,3900,0,81,1685,325,0,3746,69.96,10910
382,0,0,809,4586,0,83,822,320,0,3850,64.8,10852
386,0,0,791,4383,0,84,685,318,0,3969,62.09,10616
385,0,0,773,2969,0,82,673,314,0,3998,57.71,9194
343,0,0,566,839,0,87,440,316,0,3559,56.63,6150
342,0,0,544,609,0,86,381,315,0,3747,54.56,6024
341,0,35,546,512,0,87,336,317,0,3963,52.76,6137
340,0,582,549,502,0,88,199,320,0,4175,51.55,6755
342,0,692,548,588,0,88,158,323,0,4275,49.29,7014
343,0,348,550,555,0,87,145,321,0,4114,51.78,6463
343,0,5,554,839,0,88,126,313,0,4232,57.16,6500
346,0,0,622,1520,0,90,133,309,0,4269,66.2,7289
352,0,0,688,2602,0,92,363,318,0,3966,70.3,8381
354,0,0,690,3340,0,89,1338,315,0,3573,69.13,9699
352,0,0,693,3370,0,89,3173,313,0,3596,68.74,11586
355,0,0,617,3373,0,91,4319,315,0,3980,66.36,13050
356,0,0,653,2939,0,94,4753,315,0,4617,63.3,13727
352,0,0,637,2373,0,90,4949,319,0,5709,61.99,14429
356,0,31,573,1304,0,88,4960,317,0,6808,62.07,14437
355,0,322,593,1056,0,89,4840,324,0,7120,63.63,14699
353,0,37,605,1564,0,87,4522,314,0,7403,63.64,14885
355,0,0,627,1832,0,89,4022,310,0,7745,72.92,14980
354,0,0,628,2660,0,92,3213,309,0,8123,77.06,15379
352,0,0,624,3037,0,92,1876,324,0,7886,74.72,14191
357,0,0,743,3301,0,92,904,328,0,7445,71.36,13170
357,0,0,719,3216,0,90,680,328,0,7472,68.75,12862
356,0,10,582,1393,0,89,629,327,0,7586,64.72,10972
353,0,302,551,678,0,79,557,328,0,7486,60.72,10334
336,0,0,409,488,0,87,48,277,0,5740,59.68,7385
340,0,0,408,496,0,85,40,287,0,5883,55.6,7539
345,0,362,412,493,0,84,40,280,0,5825,54.26,7841
336,0,1600,377,497,0,82,40,281,0,5785,52.2,8998
337,0,1640,375,512,0,80,40,283,0,5418,52.31,8685
340,0,1072,376,891,0,76,40,280,0,4961,51.97,8036
343,0,407,391,949,0,76,40,277,0,4833,53.7,7316
337,0,403,389,997,0,76,50,280,0,4672,57.57,7204
340,0,403,397,893,0,77,69,286,0,4419,60.84,6884
335,0,140,404,1311,0,79,275,289,0,4602,65.06,7435
336,0,0,405,1905,0,83,562,290,0,4691,67.77,8272
331,0,0,417,2184,0,84,797,290,0,4857,67.33,8960
334,0,0,423,2414,0,84,820,291,0,4632,65.46,8998
333,0,0,421,2745,0,81,815,289,0,4677,67.08,9361
335,0,0,412,2416,0,82,704,292,0,4469,67.05,8710
334,0,21,407,1634,0,82,565,293,0,4140,65.71,7476
333,0,215,405,1485,0,82,437,293,0,3874,65.77,7124
335,0,210,410,1770,0,82,296,292,0,3439,68.19,6834
332,0,109,422,2335,0,82,120,288,0,3276,73.98,6964
328,0,0,452,3778,0,83,61,285,0,3130,74.07,8117
326,0,0,493,4766,0,83,56,286,0,3007,74.34,9017
328,0,0,497,4509,0,83,42,286,0,3014,74,8759
331,0,0,500,3618,0,82,41,287,0,2763,72,7622
332,0,76,492,2373,0,82,40,288,0,2490,68.83,6173
349,0,168,613,1199,0,96,36,293,0,3872,71.19,6626
350,0,506,608,797,0,96,35,293,0,3803,68.89,6488
351,0,719,610,544,0,96,34,291,0,3756,65.19,6401
352,0,753,604,434,0,95,34,292,0,3581,62.11,6145
354,0,955,580,327,0,94,34,294,0,3664,59.7,6302
352,0,957,573,287,0,93,34,294,0,3850,59.11,6440
351,0,768,576,345,0,94,34,293,0,4074,56.18,6535
341,0,487,600,516,0,96,41,294,0,4045,58.96,6420
338,0,160,607,455,0,96,295,303,0,4040,60.25,6294
357,0,121,645,1278,0,97,1240,298,0,3355,64.71,7391
372,0,108,650,1216,0,94,2192,292,0,2771,67.94,7695
372,0,0,649,1313,0,95,2922,294,0,2458,67.8,8103
371,0,0,652,1653,0,98,2978,294,0,2185,68.02,8231
370,0,0,643,1478,0,98,2760,295,0,2002,69.42,7646
367,0,50,628,1819,0,99,2221,293,0,1784,67.99,7261
369,0,55,620,1112,0,99,1582,294,0,1600,65.39,5731
373,0,55,631,2096,0,98,818,295,0,1416,65.22,5782
364,0,55,719,3462,0,98,229,297,0,1286,68.07,6510
369,0,2,758,3970,0,99,102,297,0,1381,74.27,6978
370,0,0,791,4036,0,98,100,299,0,1623,75.6,7317
371,0,0,791,3157,0,98,98,297,0,1836,74.68,6648
373,0,0,771,2490,0,96,83,292,0,1868,74.53,5973
370,0,62,752,1692,0,95,75,293,0,2120,72.58,5459
365,0,108,705,991,0,94,70,291,0,2191,69.07,4815
272,0,433,591,1174,0,84,60,323,0,2915,68.21,5852
301,0,725,550,597,0,79,60,326,0,2855,63.27,5493
303,0,935,526,478,0,76,60,321,0,2856,56.44,5555
302,0,1086,516,436,0,77,60,319,0,2698,55.07,5494
302,0,1162,517,492,0,76,60,321,0,2680,54.59,5610
301,0,1110,514,527,0,78,60,322,0,2608,56.06,5520
293,0,421,527,895,0,81,60,320,0,2633,64.37,5230
291,0,3,569,3450,0,81,72,322,0,2831,72.64,7619
297,0,0,587,4978,0,87,100,326,0,2941,77.37,9316
302,0,0,613,4991,0,88,564,324,0,2780,76.3,9662
297,0,0,642,4754,0,86,1345,312,0,2430,77.54,9866
301,0,0,670,4001,0,85,2068,298,0,2093,76.31,9516
303,0,0,670,3427,0,85,2506,296,0,1980,76.21,9267
298,0,0,643,2455,0,86,2673,292,0,1814,74.64,8261
303,0,0,632,2052,0,90,2751,279,0,1713,74.09,7820
306,0,0,626,2597,0,90,2684,276,0,1656,74.41,8235
304,0,0,649,3474,0,91,1999,275,0,1551,75.21,8343
303,0,0,689,4492,0,95,819,288,0,1455,76.59,8141
306,0,0,711,5903,0,93,251,291,0,1439,83.68,8994
302,0,0,711,6516,0,97,131,288,0,1337,85.65,9382
304,0,0,710,5349,0,98,91,279,0,1125,85.02,7956
304,0,0,694,3690,0,96,62,281,0,965,75.73,6092
299,0,28,669,2274,0,93,56,281,0,756,72.8,4456
297,0,147,640,1642,0,93,55,283,0,571,70.82,3728
295,0,229,601,2149,0,92,55,283,0,526,73.89,4230
296,0,380,563,1311,0,92,56,293,0,573,70.56,3564
296,0,538,554,693,0,92,55,293,0,632,66,3153
297,0,713,542,543,0,92,55,294,0,750,64.88,3286
297,0,803,529,460,0,90,55,291,0,809,63.35,3334
294,0,510,528,624,0,90,55,277,0,881,63.4,3259
294,0,229,544,1406,0,92,55,271,0,945,65.47,3836
293,0,1,597,4388,0,92,66,281,0,1070,74.84,6788
296,0,0,607,5687,0,94,85,284,0,1272,77.96,8325
289,0,0,639,6012,0,93,413,288,0,1416,77.76,9150
288,0,0,662,5680,0,95,1050,299,0,1477,78.34,9551
285,0,0,682,5109,0,94,1586,290,0,1477,77.44,9523
291,0,0,657,3961,0,96,1921,288,0,1663,76.24,8877
294,0,0,631,2546,0,94,2046,287,0,1837,73.19,7735
294,0,0,631,2641,0,95,2057,285,0,1932,74.37,7935
297,0,0,634,3190,0,96,1795,286,0,2093,74.13,8391
298,0,0,636,3545,0,96,1225,289,0,2218,74.59,8307
295,0,0,668,4492,0,98,400,291,0,2568,75.73,8812
297,0,0,691,5664,0,99,66,302,0,3099,79.25,10218
297,0,0,676,5338,0,102,52,303,0,3354,79.36,10122
295,0,0,652,4234,0,102,51,308,0,3849,77.67,9491
302,0,0,631,2214,0,103,21,306,0,4173,72.37,7750
308,0,0,613,1762,0,102,21,303,0,4215,69.25,7324
307,0,91,597,1071,0,103,21,295,0,4471,65.97,6956
304,0,449,552,732,0,94,21,297,0,5002,64.53,7451
307,0,655,514,492,0,94,21,288,0,5198,58.18,7569
309,0,718,503,377,0,93,21,291,0,5209,56.27,7521
310,0,857,500,305,0,94,21,288,0,5365,53.66,7740
310,0,1064,498,329,0,94,21,287,0,5554,53.04,8157
307,0,933,498,386,0,95,21,293,0,5468,56.25,8001
307,0,680,513,1168,0,89,20,297,0,4880,64.85,7954
307,0,57,581,4160,0,92,31,300,0,4349,74.75,9877
310,0,0,624,5058,0,100,39,303,0,3843,78.15,10277
308,0,0,635,4973,0,96,211,303,0,3335,78.72,9861
315,0,0,687,4582,0,96,562,311,0,2966,78.57,9519
323,0,0,737,4846,0,92,853,302,0,2661,78.37,9814
321,0,0,717,4409,0,96,1023,303,0,2830,77.65,9699
308,0,0,640,3771,0,99,1027,300,0,2988,76.16,9133
294,0,0,638,3655,0,98,951,293,0,2806,75.86,8735
301,0,0,647,3683,0,100,694,293,0,2735,75.58,8453
306,0,0,660,3984,0,102,277,289,0,2486,75.29,8104
313,0,0,745,4674,0,106,63,293,0,1999,76.95,8193
334,0,0,720,5702,0,107,35,291,0,1905,83.39,9094
334,0,0,712,6108,0,106,31,289,0,1432,84.65,9012
335,0,0,701,5525,0,108,31,295,0,1272,81.93,8267
338,0,0,684,4022,0,105,18,292,0,1432,74.33,6891
338,0,0,641,2709,0,103,18,287,0,1547,69.98,5643
332,0,122,619,1717,0,105,18,290,0,1611,68.58,4814
331,0,690,593,1750,0,102,18,293,0,1569,72.72,5346
334,0,849,567,1214,0,103,18,294,0,1440,66.35,4819
332,0,852,565,610,0,104,18,291,0,1193,62.5,3965
334,0,909,556,487,0,103,18,285,0,1066,59,3758
332,0,912,553,412,0,103,18,289,0,1195,58.66,3814
333,0,911,552,518,0,102,18,297,0,1368,63.02,4099
332,0,654,612,2335,0,101,18,294,0,1560,73.65,5906
336,0,49,690,4769,0,100,27,293,0,1763,77.34,8027
340,0,38,765,5791,0,100,31,289,0,1937,80.51,9291
327,0,5,694,6278,0,99,183,274,0,2136,80.53,9996
322,0,0,703,6117,0,94,542,271,0,2337,81.61,10386
326,0,0,701,5404,0,89,874,274,0,2758,81.53,10426
329,0,0,709,5136,0,88,1051,274,0,3238,79.18,10825
326,0,0,686,4209,0,90,1071,274,0,3636,76.82,10292
328,0,0,670,3885,0,92,937,276,0,3945,76.1,10133
329,0,0,686,3846,0,92,698,273,0,4060,76.05,9984
331,0,0,681,4077,0,91,370,269,0,4078,75.45,9897
328,0,0,677,4795,0,94,123,274,0,4146,77.06,10437
330,0,0,686,4983,0,96,43,296,0,4193,82.79,10627
329,0,0,661,4806,0,95,36,288,0,4355,83.09,10570
332,0,3,642,3339,0,97,35,283,0,4535,78.99,9266
342,0,37,642,2077,0,96,25,287,0,4694,72.22,8200
349,0,38,641,2097,0,95,25,287,0,4645,71.68,8177
343,0,38,612,1278,0,96,26,285,0,4791,68.38,7469
333,0,172,585,742,0,88,26,292,0,4637,62.71,6875
331,0,1066,557,586,0,88,26,292,0,4698,58.85,7644
334,0,1476,563,561,0,87,26,296,0,4542,57.18,7885
314,0,1864,567,547,0,88,26,292,0,3994,56.22,7692
292,0,1864,564,489,0,84,26,293,0,3529,55.25,7141
305,0,1810,559,511,0,83,26,293,0,3522,57.91,7109
308,0,901,582,769,0,83,26,300,0,3450,66.28,6419
326,0,74,628,2574,0,82,34,303,0,3521,75.54,7542
343,0,8,685,4265,0,92,36,294,0,3726,82.15,9449
326,0,0,732,5190,0,95,131,292,0,4039,80.79,10805
317,0,0,745,4766,0,94,345,291,0,4217,80.92,10775
321,0,0,760,3853,0,91,515,300,0,4156,78.35,9996
340,0,0,786,2923,0,92,558,313,0,4259,74.96,9271
345,0,0,753,2451,0,91,566,318,0,4423,73.43,8947
346,0,0,738,2161,0,94,525,313,0,4690,71.63,8867
346,0,0,760,2374,0,93,396,290,0,5359,71.5,9618
346,0,0,753,2872,0,95,272,293,0,6074,75.6,10705
338,0,0,742,3323,0,98,110,309,0,6548,80.65,11468
339,0,0,744,3846,0,98,63,323,0,7149,85.4,12562
340,0,0,714,2044,0,97,57,324,0,7912,81.28,11488
338,0,52,711,1561,0,93,57,322,0,7675,77.18,10809
341,0,1,677,1639,0,97,47,319,0,7484,75.48,10605
337,0,33,671,1119,0,97,31,319,0,7254,69.58,9861
336,0,74,652,881,0,95,24,317,0,7087,68.57,9466
334,0,631,652,877,0,85,24,309,0,6713,66.07,9625
334,0,850,615,536,0,86,24,303,0,6639,58.31,9387
334,0,975,582,504,0,86,24,305,0,6457,56.61,9267
338,0,1599,578,442,0,85,24,306,0,6657,54.07,10029
338,0,2605,571,329,0,85,24,300,0,7094,51.88,11346
339,0,3072,574,426,0,84,24,303,0,7586,52.76,12408
340,0,2435,587,567,0,85,24,306,0,7990,54.09,12334
338,0,1427,594,632,0,85,31,309,0,8481,56.81,11897
340,0,1067,590,604,0,88,35,319,0,9168,62.29,12211
343,0,249,598,853,0,86,269,316,0,9275,63.39,11989
